gene_id	gene_name	gene_chr	gene_start	gene_end	gene_strand	gene_length	gene_biotype	gene_description	tf_family
Os11g0554200	-	11	20617095	20618386	-	1292	protein_coding	Conserved hypothetical protein	-
Os04g0504500	PLETHORA 4	4	25182303	25186566	+	2367	protein_coding	Similar to protein BABY BOOM 1	AP2
Os04g0639000	-	4	32476494	32477199	+	594	protein_coding	Conserved hypothetical protein	-
Os11g0534100	-	11	19475574	19476709	+	1136	protein_coding	Hypothetical conserved gene	-
Os11g0206400	-	11	5363189	5364957	-	1769	protein_coding	Mitochodrial transcription termination factor-related family protein	-
Os11g0172100	PECTIN METHYLESTERASE 30	11	3532246	3533854	+	1609	protein_coding	Similar to Pectinesterase	-
Os03g0139500	CCT domain-containing gene 10, CCT (CO, CO-LIKE and TOC1) domain protein 10, CCT domain protein 10, CCT MOTIF FAMILY (CMF) gene 4	3	2159337	2161733	-	1431	protein_coding	Similar to CONSTANS-like protein CO9 (Fragment)	CCT
Os02g0167200	-	2	3614133	3616333	-	2201	protein_coding	Pentatricopeptide repeat domain containing protein	-
Os12g0443000	-	12	14866174	14867766	-	1593	protein_coding	Similar to Cytochrome P450 family protein, expressed	p450
Os04g0549800	ETHYLENE RESPONSE FACTOR 37	4	27523400	27524143	+	744	protein_coding	Similar to OSIGBa0134H18.5 protein	AP2
Os07g0165700	-	7	3539543	3542189	-	1383	protein_coding	Conserved hypothetical protein	-
Os08g0447900	-	8	21869307	21873106	+	1737	protein_coding	Similar to Adenylyl cyclase associated protein	-
Os06g0553550	-	6	21040598	21041308	-	711	protein_coding	Conserved hypothetical protein	AP2
Os10g0550500	-	10	21594279	21599492	-	1807	protein_coding	Similar to Pectinacetylesterase	-
ENSRNA049470992	snoZ221_snoR21b	2	21024271	21024377	+	107	snoRNA	Small nucleolar RNA Z221/R21b	-
Os03g0636800	NIMA-related kinase 1	3	24351648	24357284	-	2625	protein_coding	LSTK-1-like kinase	Pkinase
Os08g0553700	-	8	27691880	27692897	+	1018	protein_coding	Protein of unknown function DUF241, plant family protein	-
Os08g0108300	OsWD40-152	8	400135	401424	-	1290	protein_coding	Pistil-specific extensin-like protein family protein	-
Os02g0527500	-	2	19323063	19323458	+	396	protein_coding	Similar to predicted protein	-
Os04g0457400	-	4	22853864	22854421	-	558	protein_coding	Conserved hypothetical protein	-
Os04g0400600	-	4	19819412	19820288	-	877	protein_coding	Similar to OSIGBa0113L04.4 protein	-
Os06g0203000	-	6	5196835	5197767	+	933	protein_coding	Hypothetical protein	Pkinase
Os11g0197200	-	11	4859203	4863986	-	2865	protein_coding	Hypothetical protein	LRRNT_2
Os11g0138400	-	11	1781776	1786597	-	894	protein_coding	Similar to Phosphoglycerate mutase family protein, expressed	-
Os04g0132500	RECEPTOR-LIKE CYTOPLASMIC KINASE 127	4	2034480	2038824	+	4119	protein_coding	Protein kinase, core domain containing protein	Pkinase
Os11g0134400	CALMODULIN-LIKE PROTEIN 2	11	1609280	1610131	-	552	protein_coding	Calmodulin-like protein 3	-
ENSRNA049476388	snoJ26	9	21163663	21163814	-	152	snoRNA	Small nucleolar RNA J26	-
Os08g0162200	-	8	3677031	3679364	+	2259	protein_coding	Pentatricopeptide repeat domain containing protein	PPR
Os07g0682000	-	7	28919586	28920774	+	942	protein_coding	Heavy metal transport/detoxification protein domain containing protein	-
Os05g0129400	-	5	1720445	1721211	+	767	protein_coding	Ankyrin repeat containing protein	-
Os02g0679200	-	2	27737378	27738930	-	1553	protein_coding	Pentatricopeptide repeat domain containing protein	-
Os12g0238400	-	12	7647796	7648241	-	276	protein_coding	Conserved hypothetical protein	-
Os11g0698567	-	11	28579789	28584012	-	994	protein_coding	Conserved hypothetical protein	-
Os04g0593500	-	4	30004294	30005122	+	529	protein_coding	Similar to OSIGBa0142I02-OSIGBa0101B20.21 protein	-
Os06g0342000	-	6	13674054	13676418	-	2184	protein_coding	Exostosin-like family protein	-
Os05g0368100	-	5	17680494	17681105	+	612	protein_coding	Conserved hypothetical protein	-
Os04g0528200	-	4	26392328	26393064	+	737	protein_coding	Similar to OSIGBa0115K01-H0319F09.17 protein	-
Os08g0385650	-	8	18185542	18185967	+	426	protein_coding	Hypothetical conserved gene	-
Os12g0160300	-	12	3013268	3015766	+	2121	protein_coding	Conserved hypothetical protein	-
Os01g0357500	-	1	14462311	14462787	+	477	protein_coding	Similar to Ferredoxin-nitrite reductase	-
Os05g0552700	-	5	27485811	27487593	-	1783	protein_coding	UDP-glucuronosyl/UDP-glucosyltransferase family protein	UDPGT
Os02g0606400	-	2	23766606	23767446	+	841	protein_coding	Hypothetical protein	-
Os06g0179100	-	6	3932020	3933032	+	912	protein_coding	Similar to H0306F03.13 protein	-
Os04g0597300	WRKY GENE 37	4	30133144	30136547	+	1534	protein_coding	Similar to WERKY protein (Fragment)	WRKY
Os07g0169700	GIBBERELLIN 20-OXIDASE 3	7	3702346	3704648	+	1104	protein_coding	GA 20-oxidase3, GA metabolis	2OG-FeII_Oxy
Os07g0231133	-	7	7301837	7302479	+	643	protein_coding	Conserved hypothetical protein	-
Os03g0767000	ALLENE OXIDE SYNTHASE 1	3	31764991	31766985	-	1995	protein_coding	Allene oxide synthase (CYP74A1), Biosynthesis of jasmonic acid (JA	p450
Os10g0147400	like aux1-4, related to AUX1-4, auxin transporter 4	10	2849620	2855809	-	2808	protein_coding	Similar to Auxin influx carrier protein	Aa_trans
Os09g0547900	-	9	21656212	21664428	+	3177	protein_coding	Hypothetical conserved gene	-
Os12g0120000	-	12	947150	950199	-	2500	protein_coding	Protein of unknown function DUF936, plant family protein	-
Os06g0355150	-	6	14571501	14575872	+	1242	protein_coding	Similar to ATSAC1 (suppressor of actin 1); phosphatidylinositol-4,5-bisphosphate 5-phosphatase	-
Os05g0386700	-	5	18720446	18724242	+	3797	protein_coding	Zinc finger, C2H2-type domain containing protein	-
Os08g0398350	ABC TRANSPORTER A FAMILY MEMBER 5	8	19002463	19007607	+	2526	protein_coding	Similar to ABC transporter family, cholesterol/phospholipid flippase	ABC_tran
Os01g0843800	LACCASE 6	1	36236705	36239144	+	2061	protein_coding	Similar to L-ascorbate oxidase	-
Os12g0415800	-	12	12807810	12808492	-	683	protein_coding	Similar to Histone H3	Histone
Os09g0446700	-	9	16653109	16653561	+	453	protein_coding	Conserved hypothetical protein	-
Os01g0974900	-	1	43077383	43077649	+	267	protein_coding	Similar to 26S proteasome non-ATPase regulatory subunit 6	-
Os02g0713250	-	2	29548369	29548824	+	456	protein_coding	Hypothetical conserved gene	-
Os11g0117500	WRKY GENE 40	11	787544	789030	-	1208	protein_coding	DNA-binding WRKY domain containing protein	WRKY
Os02g0690500	protein phosphatase 2C26, protein phosphatase 2C 26, protein phosphatase 37	2	28345982	28350171	+	2771	protein_coding	Similar to TA11 protein (Fragment)	PP2C
Os09g0423200	-	9	15320490	15323851	+	3282	protein_coding	Protein kinase, catalytic domain domain containing protein	Pkinase
Os06g0612951	-	6	24500344	24500885	+	542	protein_coding	Hypothetical protein	-
Os10g0155700	-	10	3501258	3504118	+	2775	protein_coding	Protein kinase, catalytic domain domain containing protein	Pkinase
Os10g0372700	-	10	11803428	11805344	+	825	protein_coding	Hypothetical conserved gene	-
Os01g0363600	-	1	14802807	14804515	-	974	protein_coding	Similar to hydroxyethylthiazole kinase family protein	-
Os05g0449200	-	5	22040081	22041963	-	1883	protein_coding	Transferase family protein	-
Os02g0265800	-	2	9495107	9495712	+	606	protein_coding	Hypothetical conserved gene	-
Os02g0787000	-	2	33427245	33427781	-	537	protein_coding	Allergen V5/Tpx-1 related family protein	SCP
Os10g0506000	pentatricopeptide repeat motif containing gene 12, PPR motif-containing gene 12	10	19350042	19351774	+	1733	protein_coding	Pentatricopeptide repeat containing protein	PPR
Os08g0410266	F-box protein 444	8	19641846	19645012	-	1458	protein_coding	Protein of unknown function DUF295 domain containing protein	DUF295
Os05g0211100	P-450 51G3	5	6882735	6884876	-	1647	protein_coding	Similar to Cytochrome P450-like protein	p450
Os06g0553700	ETHYLENE RESPONSE FACTOR 122	6	21041156	21041867	+	712	protein_coding	Conserved hypothetical protein	-
Os07g0646800	OsSTA200	7	27006623	27008473	+	1851	protein_coding	Similar to Avr9/Cf-9 rapidly elicited protein 231	Glyco_transf_8
Os02g0733900	-	2	30596400	30597001	-	602	protein_coding	Conserved hypothetical protein	-
Os04g0261400	-	4	10624933	10627828	+	2896	protein_coding	Cytochrome c region domain containing protein	-
Os02g0640600	-	2	25727478	25730345	+	1119	protein_coding	Short-chain dehydrogenase/reductase SDR domain containing protein	adh_short
Os01g0298400	-	1	10934895	10935992	+	1098	protein_coding	Myb transcription factor domain containing protein	Myb_DNA-binding
Os11g0233400	-	11	7074209	7075938	-	1036	protein_coding	Similar to cDNA clone:J033099F01, full insert sequence	-
Os09g0454300	F-box protein 491	9	17071783	17074061	+	1613	protein_coding	Cyclin-like F-box domain containing protein	-
Os05g0576700	-	5	28716494	28717779	-	1286	protein_coding	Oleosin family protein	-
Os02g0549401	-	2	20631443	20633997	-	540	protein_coding	Hypothetical gene	-
Os02g0542450	-	2	20151011	20151369	+	318	protein_coding	Hypothetical genes	-
Os01g0702700	MYB transcription factor 14, JA-dependent MYB1	1	29132173	29133909	-	1513	protein_coding	Similar to Transcription factor MYB86 (Myb-related protein 86) (AtMYB86) (Myb homolog 4) (AtMyb4)	Myb_DNA-binding
Os02g0115801	-	2	825369	825999	+	282	protein_coding	Hypothetical gene	-
Os04g0597866	-	4	30167235	30171820	-	2773	protein_coding	Hypothetical gene	-
Os02g0781300	ETHYLENE RESPONSE FACTOR 11	2	33107745	33108527	-	783	protein_coding	Similar to AP2/ERF domain-containing transcription factor	AP2
Os01g0705700	inducer of CBF expression 1, basic helix-loop-helix protein 010, OsMYC2-like protein 1, MYC2-like protein 1	1	29271158	29273175	+	1979	protein_coding	Similar to Transcription factor ICE1 (Inducer of CBF expression 1) (Basic helix- loop-helix protein 116) (bHLH116) (AtbHLH116)	HLH
Os03g0396000	-	3	15999306	16000543	+	1238	protein_coding	Conserved hypothetical protein	-
Os06g0634100	-	6	25711868	25714678	-	2709	protein_coding	RNA-directed DNA polymerase (reverse transcriptase) domain containing protein	RVT_1
Os05g0527200	-	5	26205975	26206315	-	334	protein_coding	Similar to anthocyanidin 5,3-O-glucosyltransferase	-
Os07g0671200	-	7	28373368	28375043	-	1676	protein_coding	Pentatricopeptide repeat domain containing protein	-
Os04g0570700	-	4	28721290	28721813	-	524	protein_coding	Hypothetical protein	-
ENSRNA049472543	MIR1428	5	18947050	18947173	-	124	pre_miRNA	microRNA MIR1428	-
Os02g0246900	-	2	8292477	8293241	+	765	protein_coding	Conserved hypothetical protein	-
Os04g0143566	-	4	2959879	2961549	+	1671	protein_coding	Hypothetical protein	-
Os12g0623400	-	12	26618056	26620854	+	1299	protein_coding	Conserved hypothetical protein	-
Os09g0321200	-	9	9251224	9255066	-	1850	protein_coding	Similar to carotenoid cleavage dioxygenase	RPE65
Os05g0187500	GRAIN WIDTH 5	5	5365122	5366701	+	1413	protein_coding	IQ calmodulin-binding motif family protein, Positive regulator of brassinosteroid signalling, Regulation of grain width and weigh	-
Os08g0487900	-	8	24129929	24134704	-	1616	protein_coding	Esterase/lipase/thioesterase domain containing protein	-
Os06g0636700	GDSL ESTERASE/LIPASE PROTEIN 87	6	25870258	25876328	-	1388	protein_coding	Esterase, SGNH hydrolase-type domain containing protein	Lipase_GDSL
ENSRNA049449344	tRNA-Ile	2	22564187	22564260	+	74	tRNA	tRNA-Ile for anticodon AAU	-
Os05g0160800	-	5	3580709	3585641	+	1934	protein_coding	Similar to DNA polymerase epsilon subunit 2	-
Os07g0120900	-	7	1105853	1112293	+	2411	protein_coding	Protein of unknown function DUF1719, Oryza sativa family protein	-
Os05g0280200	RAS -RELATED GPT-BINDING PROTEIN2	5	11723666	11725716	-	672	protein_coding	Similar to Ras-related protein RGP2	Ras
Os03g0674900	-	3	26691176	26691905	+	730	protein_coding	Hypothetical conserved gene	-
Os05g0406100	-	5	19780173	19784550	-	2729	protein_coding	Inosine/uridine-preferring nucleoside hydrolase domain containing protein	-
Os01g0113650	-	1	738908	740898	+	1991	protein_coding	Hypothetical conserved gene	Thaumatin
Os01g0298301	-	1	10932480	10933544	-	964	protein_coding	Hypothetical conserved gene	-
ENSRNA049473635	U6atac	4	24502938	24503061	+	124	snRNA	U6atac minor spliceosomal RNA	-
Os01g0306100	-	1	11364355	11365344	-	920	protein_coding	Plant specific eukaryotic initiation factor 4B family protein	-
Os04g0562800	-	4	28171210	28174275	+	1647	protein_coding	Similar to H0211B05.8 protein	-
Os08g0103900	NAC DOMAIN-CONTAINING PROTEIN 31	8	210422	212411	-	1753	protein_coding	Similar to NAM-like protein	NAM
Os02g0638650	ETHYLENE RESPONSE FACTOR 141	2	25595575	25597607	-	2033	protein_coding	Pathogenesis-related transcriptional factor and ERF domain containing protein	AP2
Os12g0142600	-	12	2087518	2090631	-	3114	protein_coding	DTW domain containing protein	DTW
Os09g0479900	Subtilisin 58, SUBTILISIN 58	9	18414174	18422623	+	2685	protein_coding	Similar to Subtilisin-like protease	Peptidase_S8
Os02g0302450	-	2	11731075	11731398	+	324	protein_coding	Similar to cDNA, clone: J100059G16, full insert sequence	-
Os01g0391800	-	1	16634082	16636357	-	1681	protein_coding	Conserved hypothetical protein	-
Os12g0147000	-	12	2305477	2309498	+	1146	protein_coding	Similar to DNA binding protein	-
Os08g0282500	OsWD40-157	8	11126808	11130613	-	1701	protein_coding	WD40 repeat-like domain containing protein	-
Os07g0105900	-	7	333276	334779	-	1504	protein_coding	NB-ARC domain containing protein	NB-ARC
Os09g0324000	OLEOSIN 4	9	9496346	9497016	+	671	protein_coding	Similar to Oleosin	-
Os06g0285400	-	6	10146888	10149402	+	2515	protein_coding	Similar to Serine/threonine-specific kinase like protein	Pkinase
Os07g0528900	-	7	20690398	20690967	+	336	protein_coding	Similar to SYP132	SNARE
Os01g0702450	-	1	29119776	29123056	+	1011	protein_coding	Similar to Chaperone protein dnaJ 10	DnaJ
Os07g0681200	-	7	28877263	28879413	+	852	protein_coding	Vegetative storage protein/acid phosphatase domain containing protein	-
Os07g0468500	-	7	16723268	16726019	+	2752	protein_coding	Leucine-rich repeat domain containing protein	-
Os05g0151200	-	5	2969525	2970353	+	829	protein_coding	TspO/MBR-related protein family protein	-
Os09g0457900	ETHYLENE RESPONSE FACTOR 102	9	17306100	17307199	+	1100	protein_coding	AP2/ERF transcription factor, Regulation of the internode elongatio	AP2
Os05g0546300	-	5	27119121	27120202	+	1082	protein_coding	Hypothetical protein	-
Os08g0169300	-	8	4053090	4054653	+	1057	protein_coding	Similar to Flavonoid 7-O-methyltransferase	-
Os05g0545300	-	5	27068628	27070015	-	1388	protein_coding	Serine/threonine protein kinase domain containing protein	Pkinase
Os02g0116300	YELLOW STRIP-LIKE GENE 7	2	862273	864880	+	2339	protein_coding	Similar to Yellow stripe-like transporter 17	OPT
Os07g0108800	TWO-PORE K+ CHANNEL B	7	467286	468753	+	1468	protein_coding	Two-pore K+ channel family protein, K+ homeostasis, Osmotic and drought toleranc	Ion_trans_2
Os02g0438900	-	2	14055092	14057029	+	459	protein_coding	Conserved hypothetical protein	-
ENSRNA049465677	snoZ163	10	12800093	12800175	+	83	snoRNA	Small nucleolar RNA Z163/Z177 family	-
Os07g0209700	-	7	5945271	5946050	+	780	protein_coding	Protein of unknown function DUF1677, Oryza sativa domain containing protein	-
Os05g0546400	-	5	27121983	27122900	+	918	protein_coding	Hypothetical protein	-
Os09g0100800	-	9	147568	152791	-	2143	protein_coding	Protein of unknown function DUF573 domain containing protein	-
Os01g0150800	-	1	2742507	2747439	+	1264	protein_coding	Protein-tyrosine phosphatase-like, PTPLA domain containing protein	-
Os07g0674300	-	7	28503062	28505494	-	2433	protein_coding	Protein kinase, ATP binding site domain containing protein	-
Os12g0135051	-	12	1722709	1724168	-	851	protein_coding	Similar to Phosphoglycerate mutase family protein, expressed	-
ENSRNA049470701	U11	2	30224478	30224602	-	125	snRNA	U11 spliceosomal RNA	-
Os01g0745400	-	1	31170449	31170922	-	474	protein_coding	Sec34-like protein family protein	-
Os03g0432200	-	3	18167258	18171301	-	480	protein_coding	Similar to predicted protein	-
Os12g0156900	-	12	2830044	2831946	+	1903	protein_coding	Pentatricopeptide repeat domain containing protein	-
Os01g0842400	LACCASE 4	1	36165929	36168939	-	2067	protein_coding	Similar to Laccase (EC 1.10.3.2)	-
Os03g0766500	OsKANADI4	3	31749469	31755280	+	1526	protein_coding	Similar to Two-component response regulator ARR1. Splice isoform 2	Myb_DNA-binding
Os02g0172800	-	2	3971431	3975146	+	1508	protein_coding	Similar to Zinc-binding protein	-
Os08g0454000	ETHYLENE RESPONSE FACTOR 12	8	22236504	22237250	+	747	protein_coding	Drought-responsive ethylene response factor, Transcriptional activator, Drought response through controlling the ethylene synthesi	AP2
Os10g0423501	-	10	15008566	15009237	-	663	protein_coding	Conserved hypothetical protein	-
Os10g0577400	-	10	23005547	23007668	-	1371	protein_coding	Conserved hypothetical protein	-
Os02g0820500	DEGENERATED HULL 1	2	35227503	35228609	-	1001	protein_coding	Similar to LOB domain protein 17	-
Os02g0687550	-	2	28174101	28175352	-	1252	protein_coding	Hypothetical gene	-
Os05g0132700	-	5	1907665	1909355	-	1691	protein_coding	Similar to R2R3 Myb-like protein	Myb_DNA-binding
Os12g0110475	-	12	566351	567783	-	1433	protein_coding	Conserved hypothetical protein	-
Os12g0135100	-	12	1727794	1729205	-	793	protein_coding	Similar to Phosphoglycerate mutase family protein	-
Os11g0580000	-	11	21906342	21908484	+	1638	protein_coding	Similar to predicted protein	-
Os01g0311800	PECTIN METHYLESTERASE 2	1	11715268	11717784	-	2436	protein_coding	Similar to Pectin methylesterase 8 (Fragment)	-
Os11g0616300	REMORIN 6.4	11	23983327	23987001	-	1739	protein_coding	Remorin, C-terminal region domain containing protein	-
Os08g0162300	-	8	3683916	3688230	+	2522	protein_coding	Hypothetical protein	-
Os04g0286366	-	4	12379130	12379726	+	597	protein_coding	Hypothetical conserved gene	-
Os04g0223901	-	4	8263115	8268571	-	1704	protein_coding	Dimethylaniline monooxygenase, N-oxide-forming domain containing protein	FMO-like
Os09g0387800	-	9	13259206	13260189	-	900	protein_coding	Conserved hypothetical protein	-
Os07g0255200	-	7	8704268	8706000	-	1635	protein_coding	Similar to Helicase-like protein [Oryza sativa (japonica cultivar-group)]	-
Os06g0589800	-	6	23144729	23148845	-	3684	protein_coding	Protein kinase, core domain containing protein	Pkinase
Os06g0279350	-	6	9670245	9670575	-	331	protein_coding	Conserved hypothetical protein	-
Os02g0256100	-	2	8834369	8837492	+	1813	protein_coding	Pectin lyase fold/virulence factor domain containing protein	-
Os10g0478500	two MATH domain containing MDC protein 1, MDC protein having two MATH domains 1	10	17949628	17952014	-	1199	protein_coding	MATH domain containing protein	-
Os01g0928700	LCB2A2	1	40767170	40771614	-	1494	protein_coding	Similar to Serine palmitoyltransferase	Aminotran_1_2
Os04g0571600	-	4	28772448	28774623	+	2176	protein_coding	Multi antimicrobial extrusion protein MatE family protein	MatE
Os04g0530900	-	4	26553080	26554821	+	1742	protein_coding	Glycosyl transferase, family 8 protein	Glyco_transf_8
Os03g0577100	-	3	21102150	21106012	-	1791	protein_coding	Nuf2 family protein	-
Os12g0506700	-	12	19434492	19438009	+	1659	protein_coding	Carbamoyl phosphate synthetase, large subunit, ATP-binding domain containing protein	-
Os03g0652000	-	3	25328600	25330063	-	1464	protein_coding	C2 domain containing protein	C2
Os08g0554100	-	8	27714041	27718673	+	2687	protein_coding	Similar to MYST1 protein (Fragment)	-
Os10g0402200	ORIGIN RECOGNITION COMPLEX 3	10	13600900	13606431	-	2157	protein_coding	Origin recognition complex subunit 3, Lateral root developmen	-
Os03g0642450	-	3	24754578	24755402	+	694	protein_coding	Hypothetical conserved gene	-
Os04g0258900	F-box protein 192	4	10452266	10453725	-	1460	protein_coding	Cyclin-like F-box domain containing protein	-
Os05g0414800	-	5	20289287	20289764	+	478	protein_coding	Hypothetical gene	-
Os01g0592500	ARABINOGALACTAN PROTEIN 15	1	23167795	23168478	-	684	protein_coding	Protein of unknown function DUF1070 family protein	-
Os08g0400000	-	8	19071029	19076378	+	4016	protein_coding	Similar to Puromycin-sensitive aminopeptidase (EC 3.4.11.-) (PSA)	-
Os09g0412900	-	9	14666247	14667786	+	1540	protein_coding	Pentatricopeptide repeat domain containing protein	-
Os01g0349800	-	1	13941318	13944605	+	1721	protein_coding	Similar to Cytochrome P450	p450
Os03g0818050	-	3	34333245	34333481	+	237	protein_coding	Hypothetical conserved gene	-
Os06g0130200	-	6	1613670	1620183	-	1837	protein_coding	Cell cycle regulated microtubule associated protein domain containing protein	-
Os01g0878400	amino acid permease 10C, amino acid permease 5, amino acid/auxin permease 5	1	38118010	38120760	-	1760	protein_coding	Amino acid transporter, transmembrane domain containing protein	Aa_trans
Os03g0291200	trichome birefringence-like 8	3	10116219	10120372	+	1567	protein_coding	Protein of unknown function DUF231, plant domain containing protein	-
Os10g0411500	OsSTA242	10	14319443	14323361	+	2527	protein_coding	IQ calmodulin-binding region domain containing protein	-
Os01g0968800	DEHYDRATION-RESPONSIVE ELEMENT-BINDING PROTEIN 1F	1	42727426	42728261	+	836	protein_coding	Similar to Dehydration responsive element binding protein 1F (DREB1F protein)	AP2
Os08g0132700	-	8	1838104	1839670	-	1567	protein_coding	Hypothetical protein	-
Os01g0265400	-	1	9040786	9053950	-	8494	protein_coding	Conserved hypothetical protein	-
Os03g0709100	UCLACYANIN-LIKE PROTEIN 8	3	28598319	28599121	-	694	protein_coding	Uclacyanin (UCL), Phytocyanin family protein, Regulation of photosynthesis and grain yiel	Cu_bind_like
Os12g0553050	-	12	22482406	22486169	+	462	protein_coding	Hypothetical protein	-
Os01g0726100	-	1	30272986	30274078	-	1005	protein_coding	Pollen Ole e 1 allergen and extensin domain containing protein	-
Os01g0814200	-	1	34629568	34635205	-	3359	protein_coding	Endonuclease/exonuclease/phosphatase domain containing protein	-
Os01g0899800	PLETHORA 5	1	39141130	39145472	-	2755	protein_coding	Pathogenesis-related transcriptional factor and ERF domain containing protein	AP2
Os09g0520800	-	9	20349158	20350901	-	1576	protein_coding	Glycoside hydrolase, family 29 (alpha-L-fucosidase) protein	Alpha_L_fucos
ENSRNA049467734	snoZ278	7	2030902	2031015	-	114	snoRNA	Small nucleolar RNA Z278	-
Os10g0540800	-	10	21091977	21096586	+	3310	protein_coding	Conserved hypothetical protein	-
Os09g0492900	-	9	19088601	19089248	+	648	protein_coding	Conserved hypothetical protein	-
Os02g0620000	-	2	24665979	24666819	+	735	protein_coding	Conserved hypothetical protein	-
Os08g0553050	-	8	27677447	27678390	+	944	protein_coding	Hypothetical conserved gene	-
ENSRNA049474027	MIR2907	3	20704346	20704410	-	65	pre_miRNA	microRNA MIR2907	-
Os07g0628900	-	7	26059428	26062993	-	2342	protein_coding	Similar to KI domain interacting kinase 1	Pkinase
Os04g0494600	-	4	24725907	24728708	+	1499	protein_coding	Protein of unknown function DUF642 family protein	-
Os10g0540100	-	10	21058117	21061300	-	2945	protein_coding	Pentatricopeptide repeat domain containing protein	PPR
Os05g0445100	cytochrome P450	5	21790875	21793270	+	2396	protein_coding	Cytochrome P450 family protein	p450
Os07g0119400	ASCORBATE OXIDASE 3	7	1055475	1058127	+	1963	protein_coding	Ascorbate oxidase, Abiotic stress respons	-
Os06g0104200	NAC DOMAIN-CONTAINING PROTEIN 90	6	289313	294071	-	2350	protein_coding	Similar to OsNAC7 protein	NAM
Os12g0155400	-	12	2732249	2732695	-	447	protein_coding	Similar to Leucine Rich Repeat family protein, expressed	-
Os07g0158500	HAP2 SUBUNIT OF CCAAT-BOX BINDING COMPLEX	7	3127749	3130514	-	1298	protein_coding	Similar to HAP2 subunit of HAP complex	CBFB_NFYA
Os07g0510300	-	7	19444465	19444776	-	312	protein_coding	Conserved hypothetical protein	-
Os08g0285600	-	8	11274674	11279209	-	3168	protein_coding	Similar to phytosulfokine receptor	Pkinase
Os01g0233100	-	1	7370362	7381112	-	1594	protein_coding	Similar to Cyclin-A1-2	Cyclin_C
Os03g0256800	-	3	8294652	8306315	-	2891	protein_coding	Similar to RhoGAP domain containing protein, expressed	RhoGAP
Os01g0304400	-	1	11283364	11284127	+	764	protein_coding	Conserved hypothetical protein	-
ENSRNA049470128	U5	6	27809113	27809231	+	119	snRNA	U5 spliceosomal RNA	-
Os10g0476200	-	10	17735290	17744164	-	1798	protein_coding	Similar to Casein kinase I (Fragment)	-
Os05g0584900	-	5	29119644	29121883	+	2240	protein_coding	Conserved hypothetical protein	C4dic_mal_tran
