gene_id	gene_name	gene_chr	gene_start	gene_end	gene_strand	gene_length	gene_biotype	gene_description	tf_family
Os07g0100600	PROTEIN TRANSPORTER 1	7	42657	44528	+	1872	protein_coding	Similar to Peptide transporter	-
Os04g0480050	-	4	24007292	24007969	-	678	protein_coding	Conserved hypothetical protein	-
Os04g0563050	-	4	28181435	28185392	+	2258	protein_coding	Hypothetical protein	-
Os05g0493800	-	5	24254630	24256914	+	1552	protein_coding	Similar to nodulin-like protein	DUF6
Os12g0169600	-	12	3542861	3544916	+	1546	protein_coding	Similar to Fructose-bisphosphate aldolase	-
Os07g0136500	-	7	1928640	1930430	-	590	protein_coding	Hypothetical gene	-
Os09g0325140	RECEPTOR-LIKE CYTOPLASMIC KINASE 261	9	9515797	9516782	-	735	protein_coding	Hypothetical conserved gene	-
Os03g0133850	-	3	1890575	1891309	+	735	protein_coding	Hypothetical gene	-
Os07g0416100	-	7	13152312	13152738	-	427	protein_coding	Similar to WRKY transcription factor 53 (Transcription factor WRKY12)	-
Os03g0128800	-	3	1630177	1631745	-	1300	protein_coding	Conserved hypothetical protein	-
Os12g0248600	-	12	8301415	8301993	+	579	protein_coding	Hypothetical protein	-
Os10g0393800	GDSL ESTERASE/LIPASE PROTEIN 105	10	13131433	13133327	+	1472	protein_coding	Lipase, GDSL domain containing protein	Lipase_GDSL
Os09g0391800	-	9	13543588	13545119	+	1331	protein_coding	Hypothetical gene	-
Os02g0715000	-	2	29667743	29669572	+	1251	protein_coding	Similar to Cysteine proteinase	Peptidase_C1
Os06g0209400	-	6	5586606	5586940	-	335	protein_coding	Conserved hypothetical protein	-
Os01g0839700	UBIQUITIN-CONJUGATING ENZYME 11	1	36017205	36023468	-	1211	protein_coding	Similar to Ubiquitin carrier protein	UQ_con
Os12g0570075	-	12	23468767	23473290	+	1861	protein_coding	Hypothetical protein	U-box
Os09g0283600	-	9	6195158	6196917	+	1392	protein_coding	Zinc finger, C6HC-type domain containing protein	IBR
Os01g0666600	-	1	27246279	27247948	+	858	protein_coding	Conserved hypothetical protein	-
Os08g0102000	SEROTONIN N-ACETYLTRANSFERASE-2	8	109493	110375	-	883	protein_coding	Serotonin N-acetyltransferase, Melatonin synthesi	Acetyltransf_1
Os02g0564700	basic helix-loop-helix protein 097	2	21436299	21440664	-	2071	protein_coding	Similar to BHLH transcription factor	HLH
Os07g0516700	-	7	19916969	19917631	+	663	protein_coding	Conserved hypothetical protein	-
Os06g0270925	-	6	9095373	9096195	-	708	protein_coding	Hypothetical protein	-
Os02g0776600	-	2	32822838	32823749	-	912	protein_coding	Hypothetical conserved gene	-
Os02g0153100	leucine-rich receptor-like kinase 8	2	2933952	2937379	-	3428	protein_coding	Leucine-rich repeat receptor-like kinas	Pkinase
Os08g0507702	-	8	25132615	25134365	+	1751	protein_coding	Cytochrome P450 family protein	p450
Os03g0332533	-	3	12271456	12273755	-	1013	protein_coding	Similar to Plant acid phosphatase family protein, expressed	-
Os11g0572301	-	11	21468751	21472160	-	3134	protein_coding	NB-ARC domain containing protein	NB-ARC
Os05g0452151	-	5	22184613	22188116	-	1806	protein_coding	Hypothetical protein	-
Os07g0654900	-	7	27512362	27514309	+	1722	protein_coding	Similar to BLE2 protein	-
Os10g0190500	-	10	6272649	6276597	-	2712	protein_coding	Protein of unknown function DUF594 family protein	-
Os02g0554900	PROTEIN DISULFIDE ISOMERASE-LIKE 1;3, PROTEIN DISULFIDE ISOMERASE-LIKE 1-3, PDI-like protein 1-3	2	20957207	20961970	-	1957	protein_coding	Similar to Protein disulfide isomerase (Fragment)	-
Os02g0702700	-	2	28964928	28965942	+	1015	protein_coding	Conserved hypothetical protein	-
Os10g0543400	-	10	21219598	21221819	+	528	protein_coding	Chitinase 8	-
Os03g0111000	CLV3/ESR-related 301, CLAVATA3/ENDOSPERM SURROUNDING REGION (ESR)-related (CLE) protein 301	3	639561	640077	-	517	protein_coding	Conserved hypothetical protein	-
Os02g0107800	-	2	449100	449841	-	357	protein_coding	Conserved hypothetical protein	-
ENSRNA049467134	U6	12	19953823	19953925	+	103	snRNA	U6 spliceosomal RNA	-
